year,Round,Pick,player,position,nationality,picked by,team,strengths,weaknesses,college,listed height,listed weight,date of birth,place of birth,awards,ls_season,ls_team,ls_conf,ls_class,ls_pos,ls_g,ls_gs,ls_mp,ls_fg,ls_fga,ls_fg%,ls_3p,ls_3pa,ls_3p%,ls_2p,ls_2pa,ls_2p%,ls_efg%,ls_ft,ls_fta,ls_ft%,ls_orb,ls_drb,ls_trb,ls_ast,ls_stl,ls_blk,ls_tov,ls_pf,ls_pts,avg_g,avg_gs,avg_mp,avg_fg,avg_fga,avg_fg%,avg_3p,avg_3pa,avg_3p%,avg_2p,avg_2pa,avg_2p%,avg_efg%,avg_ft,avg_fta,avg_ft%,avg_orb,avg_drb,avg_trb,avg_ast,avg_stl,avg_blk,avg_tov,avg_pf,avg_pts,post draft awards,analysis,nba_per,nba_ts_pct,nba_ws_per_48,nba_bpm,nba_vorp,nba_composite_score
2013,2,41,Jamaal Franklin,SG,United States,Memphis Grizzlies,San Diego State,Explosive leaper with scoring versatility • High basketball IQ and strong rebounder • Effective defender with positional versatility,Questionable NBA-level skill translation • Inefficient ball handler and shooter • Prone to poor decision-making and turnovers,San Diego State (2010–2013),6 ft 5 in,196 lb,1991-07-21,"Moreno Valley, California , U.S.","2× AP honorable mention All-American ( 2012, 2013 ), MWC Player of the Year (2012), 2× First-team All- MWC (2012, 2013)",2012-13,San Diego State,MWC,JR,G,32.0,32.0,33.1,5.2,12.5,0.411,1.3,4.6,0.272,3.9,7.9,0.492,0.461,5.3,6.8,0.781,1.8,7.8,9.5,3.3,1.6,0.8,3.4,2.6,16.9,28.333,18.0,23.833,3.9,9.1,0.448,1.067,3.5,0.31,2.833,5.6,0.541,0.51,3.567,4.633,0.703,1.433,5.033,6.433,1.767,0.933,0.533,2.333,2.0,12.433,,"I had Jamaal Franklin ranked No. 20 on my Big Board. He is one of the most versatile guards in the country. An ankle injury hurt his ability to work out, but there's no excuse for why he slid this far. He's got a chance to be Tony Allen 2.0 for the Grizzlies.",4.8,0.62,-0.03,-5.75,-0.1,8.9
2013,2,42,Pierre Jackson,PG,United States,New Orleans Pelicans,Baylor,Explosive scorer with deep range • Strong leadership and playmaking skills • Excellent body control and athleticism,Defensive liability due to size • Decreased shooting efficiency in senior year • Struggles with finishing against size,College of Southern Idaho (2009–2011) Baylor (2011–2013),5 ft 11 in,176 lb,1991-08-29,"Las Vegas, Nevada , U.S.","NIT champion ( 2013 ), NIT Most Outstanding Player (2013), AP Honorable Mention All-American ( 2012 ), 2× Second-team All- Big 12 (2012, 2013), Big 12 All-Rookie team (2012), NJCAA National Player of the Year (2011), NJCAA first-team All-American (2011), NJCAA Tournament MVP (2011)",2012-13,Baylor,Big 12,SR,G,36.0,35.0,34.8,6.0,14.1,0.427,2.4,6.8,0.359,3.6,7.3,0.49,0.514,5.3,6.7,0.8,0.7,3.1,3.8,7.1,1.5,0.0,3.4,2.2,19.8,37.0,27.5,32.8,5.3,12.0,0.444,2.1,5.6,0.384,3.2,6.4,0.496,0.533,4.05,5.05,0.811,0.8,2.55,3.35,6.5,1.65,0.05,3.45,2.25,16.8,"CBA scoring champion ( 2019 ), Israeli League champion ( 2018 ), Israeli League Cup winner ( 2017 ), Israeli League All-Star ( 2018 ), Israeli League All-Star Game MVP ( 2018 ), Croatian League champion (2016), Turkish League champion (2014), 2× NBA D-League All-Star (2014, 2017)","I'm a big Jackson fan. He's an elite athlete, can score from anywhere and actually showed that he's a real point guard this season. At No. 42, it's another very good pick for the Sixers.",,,,,,
2013,2,43,Ricky Ledo,SG,United States,Dallas Mavericks,Providence,Creative shot‑maker • Advanced handle for size • Smooth high‑release jumper,Questionable shot selection • Defensive focus lapses • Unproven against top NCAA level,,6 ft 7 in,197 lb,1992-09-10,"Providence, Rhode Island , U.S.",,2012-13,Providence,Big East,Senior,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polish Cup winner (2019), Süper Ligi top scorer ( 2017 ), NBA D-League All-Star (2016)","The Bucks sent this pick to the Mavs, who then sent it on to Hawks. Ledo has top-10 talent. He's a scoring machine who can really shoot the ball. He slipped after missing the season because the NCAA declared him academically ineligible in addition to numerous off-court issues. If the Hawks can rehabilitate him, he has a chance to be this year's Lance Stephenson.",10.15,0.48,-0.03,-5.45,-0.15,6.22
2013,2,44,Mike Muscala,C,United States,Atlanta Hawks,Bucknell,"Solid fluidity, mobility, and footwork • Skilled offensive player with good touch • Dominated Patriot League, experienced",Lacks explosiveness and quickness • Poor 3-point shooting at 25% • Struggled against higher competition,Bucknell (2009–2013),6 ft 10 in,240 lb,1991-07-01,"St. Louis Park, Minnesota , U.S.","2× AP honorable mention All-American ( 2011, 2013 ), 2× Patriot League Player of the Year (2011, 2013), 3× First-team All- Patriot League (2011–2013), 2× Patriot League tournament MVP ( 2011, 2013 ), Third-team Academic All-America (2013), No. 31 retired by Bucknell Bison",2012-13,Bucknell,Patriot,SR,F,34.0,34.0,31.7,6.7,13.1,0.509,0.1,0.5,0.25,6.6,12.6,0.519,0.513,5.3,6.7,0.789,2.9,8.2,11.1,2.3,0.5,2.4,1.7,2.2,18.7,33.25,29.5,28.55,5.4,10.775,0.498,0.15,0.525,0.316,5.25,10.25,0.507,0.505,4.2,5.125,0.816,2.25,5.85,8.1,1.575,0.425,2.075,1.625,2.325,15.125,,"Muscala is one of the more skilled players in the draft. I'm surprised he slid this far. Again, the Hawks grabbed a player who should have gone earlier considering the skill set.",14.13,0.55,0.12,-2.1,0.1,14.96
2013,2,45,Marko Todorović,PF/C,Montenegro,Portland Trail Blazers,FC Barcelona,Skilled finisher with both hands • Consistent mid-range shooter • Moves well for his size,Struggles against stronger centers • Needs to build strength • Below the rim athlete,,6 ft 10 in,250 lb,1992-04-19,"Podgorica , SR Montenegro , SFR Yugoslavia","Spanish Cup winner ( 2013 ), Spanish 3rd Division MVP ( 2012 )",2012-13,BarÃ§a,,,,19.0,,7.4,0.8,1.6,0.5,0.1,0.3,0.2,0.7,1.3,0.56,,0.7,1.2,0.591,0.9,1.1,2.1,0.4,0.3,0.5,0.7,0.9,2.3,14.0,,7.175,1.075,2.075,0.537,0.1,0.35,0.362,0.975,1.7,0.582,,0.4,0.725,0.601,0.875,1.075,1.975,0.15,0.3,0.3,0.525,1.05,2.625,"Spanish League champion ( 2014 ), All-Spanish League Team (2015)","Todorovic is a sleeper. He doesn't play a lot, but he's an excellent rebounder for his position. He plays really hard and has emerging post moves in the paint. He's the perfect draft-and-stash pick.",,,,,,
2013,2,46,Erick Green,PG,United States,Denver Nuggets,Virginia Tech,Leading scorer in college basketball • Improved efficiency each year • Quick and crafty in transition,Lacks ideal size and strength • Below average finisher with contact • Defensive effectiveness questioned,Virginia Tech (2009–2013),6 ft 3 in,184 lb,1991-05-09,"Inglewood, California , U.S.","Third-team All-American – AP ( 2013 ), NCAA scoring champion (2013), ACC Player of the Year – Media (2013), First-team All-ACC (2013), Second-team All-ACC (2012)",2012-13,Virginia Tech,ACC,SR,G,32.0,32.0,36.4,8.2,17.2,0.475,1.9,4.9,0.389,6.3,12.3,0.509,0.53,6.8,8.3,0.816,0.5,3.5,4.0,3.8,1.3,0.2,2.2,1.4,25.0,32.25,22.25,28.55,4.675,10.65,0.405,1.1,3.25,0.322,3.55,7.4,0.443,0.456,3.3,4.05,0.775,0.475,2.15,2.625,2.55,1.225,0.2,1.4,1.625,13.7,"Montenegrin League champion (2023), Turkish Cup winner ( 2019 ), Montenegrin Cup winner (2023), Spanish Supercup winner ( 2017 ), Spanish Supercup MVP ( 2017 ), All-NBA D-League First Team (2016), NBA D-League All-Star (2016), Italian Supercup winner (2014)",The Nuggets added one of the best scorers in the country. The biggest question was whether he was a 1 or a 2. He will serve as a nice combo guard off the bench.,11.8,0.47,0.08,-2.45,-0.1,11.62
2013,2,47,Raul Neto,PG,Brazil,Utah Jazz,Gipuzkoa Basket,Excellent speed and ball handling • Strong in pick and roll situations • Intense and effective defender,Lacks optimal physical length • Inconsistent perimeter shooting • Prone to early foul troubles,,6 ft 2 in,180 lb,1992-05-19,"São Paulo , Brazil","NBB All-Star (2011), NBB Revelation Player ( 2010 )",2012-13,GBC,,,,34.0,,24.5,3.1,6.7,0.461,0.7,1.7,0.39,2.4,5.0,0.485,,1.7,2.1,0.792,0.4,1.9,2.4,2.9,1.0,0.1,1.8,2.5,8.5,34.0,,20.85,2.65,5.85,0.45,0.45,1.35,0.316,2.2,4.55,0.486,,1.4,1.75,0.771,0.5,1.5,2.1,2.45,1.05,0.05,1.7,2.45,7.1,,"Neto was the Eurocamp's best guard a few weeks ago. He starts in the ACB, is super quick and really sees the floor well. Another draft-and-stash player.",10.2,0.53,0.06,-2.0,0.0,12.2
2013,2,48,Ryan Kelly,PF,United States,Los Angeles Lakers,Duke,Stretch‑four marksman • Intelligent team defender • Soft touch in pick‑and‑pop,Below‑average lateral quickness • Struggles finishing through contact • Injury durability concerns,Duke (2009–2013),6 ft 11 in,230 lb,1991-04-09,"Carmel, New York , U.S.","NCAA champion ( 2010 ), McDonald's All-American ( 2009 ), First-team Parade All-American (2009)",2012-13,Duke,ACC,Senior,F,23.0,23.0,28.9,4.0,9.0,0.447,1.9,4.4,0.422,2.1,4.6,0.449,0.553,3.0,3.7,0.818,1.4,3.9,5.3,1.6,1.0,1.6,1.3,2.4,12.9,20.5,0.0,13.2,0.8,1.45,0.53,0.0,0.0,0.0,0.8,1.45,0.54,0.53,0.45,1.05,0.461,0.75,1.45,2.15,0.4,0.25,0.3,0.8,2.4,2.05,,"Kelly fits the big man mold Lakers coach Mike D'Antoni loves. He can shoot, can handle the ball and plays with a great basketball IQ. D'Antoni will be able to maximize his talents. It's a great fit for him and the Lakers.",10.5,0.49,0.04,-2.77,-0.13,10.29
2013,2,49,Erik Murphy,PF,Finland,Chicago Bulls,Florida,Excellent floor stretcher with NBA range • Improved defender and rebounder • High offensive efficiency and good passer,Lacks speed and lateral quickness • Poor rebounder despite strength gains • Limited athleticism and vertical leap,Florida (2009–2013),6 ft 10 in,225 lb,1990-10-26,"Lyon , France","First-team All- SEC (2013), Fourth-team Parade All-American (2009)",2012-13,Florida,SEC,SR,F,36.0,34.0,26.4,4.6,8.8,0.516,2.0,4.4,0.453,2.6,4.4,0.579,0.629,1.1,1.4,0.784,1.6,3.9,5.5,1.4,0.6,0.7,1.4,2.8,12.2,34.0,16.75,18.05,2.9,5.575,0.529,1.025,2.35,0.425,1.875,3.225,0.573,0.598,0.825,1.1,0.745,1.15,2.525,3.675,0.675,0.425,0.625,1.0,2.15,7.625,,"Murphy is another of the en vogue stretch 4s. He can really shoot the basketball, and the Bulls can ask him to just spot up in the corners. He doesn't do much else, but his shooting alone makes him a valuable pick.",0.2,0.23,-0.06,-8.6,-0.1,-1.24
2013,2,50,James Ennis,SF/SG,United States,Miami Heat,Long Beach State,"High flying athlete with good size • Solid three-point shooter at 36% • Strong, explosive dunker","Lacks a quick first step • Prone to turnovers, averaging 3.0 per game • Played in lower-tier Big West Conference",Long Beach State (2011–2013),6 ft 6 in,210 lb,1990-07-01,,,2012-13,Long Beach State,Big West,SR,G,33.0,32.0,33.1,5.5,11.2,0.491,1.7,4.7,0.357,3.8,6.6,0.585,0.565,3.8,4.6,0.834,2.0,4.7,6.7,2.1,1.8,1.3,3.0,2.3,16.5,33.5,33.0,31.05,4.45,9.05,0.494,1.5,4.15,0.354,3.0,4.95,0.623,0.577,2.85,3.6,0.772,1.6,3.8,5.4,2.35,1.7,1.05,2.5,2.4,13.25,,"The Hawks sent this pick to the Heat, who grabbed one of the sleepers of the draft. Ennis is a big-time athlete who can shoot and play above the rim. His basketball IQ isn't his strong point, but as a raw prospect, he's a good get at 50.",14.8,0.59,0.11,-0.15,0.15,16.14
2013,2,51,Romero Osby,PF,United States,Orlando Magic,Oklahoma,"Versatile scorer with defensive rebounding improvement • Strong finisher, excels in transition • Improved decision making and shooting efficiency","Struggles with post defense and size • Limited offensive role in pick and roll • Lacks quickness, affects defensive versatility",Mississippi State (2008–2010) Oklahoma (2011–2013),6 ft 8 in,232 lb,1990-05-07,"Frankfurt , West Germany",First-team All- Big 12 (2013),2012-13,Oklahoma,Big 12,SR,F,32.0,31.0,28.5,5.4,10.3,0.526,0.3,0.5,0.529,5.2,9.8,0.525,0.539,4.8,6.1,0.794,2.1,5.0,7.0,1.3,0.6,0.8,1.3,2.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osby is a warrior. He lacks elite athleticism and size, but he's the type of undersized big man who gets by with toughness and hustle.",,,,,,
2013,2,52,Lorenzo Brown,PG,United States,Minnesota Timberwolves,NC State,Excellent court vision and creativity • Strong defensive playmaker • Effective in transition,Struggles with jump shooting • Inefficient in half-court sets • Poor pick and roll execution,NC State (2010–2013),6 ft 5 in,190 lb,1990-08-26,"Rockford, Illinois , U.S. [ 1 ]","Second-team All-ACC (2013), Third-team All-ACC (2012), Fourth-team Parade All-American (2009)",2012-13,NC State,ACC,JR,G,33.0,32.0,34.2,4.2,10.1,0.419,0.6,2.3,0.263,3.6,7.8,0.465,0.449,3.3,4.2,0.771,0.7,3.7,4.3,7.2,2.0,0.6,3.5,2.0,12.4,33.667,31.667,32.433,4.033,9.4,0.427,0.6,2.067,0.304,3.367,7.333,0.463,0.461,2.8,3.733,0.738,0.767,3.467,4.167,5.733,1.7,0.5,3.0,1.933,11.467,"All-EuroLeague First Team ( 2023 ), All-EuroLeague Second Team ( 2024 ), 2× Israeli Premier League champion ( 2023, 2024 ), Israeli League Cup winner ( 2022 ), Greek Cup winner ( 2025 ), NBA G League MVP (2018), First-team All NBA G League (2018), 2× NBA D-League All-Star (2015, 2016)","I'm a little surprised Brown slid this far. He has great size for his position and showed this season he was a true point guard. He just can't shoot, sort of like Ricky Rubio.",7.87,0.4,-0.07,-5.37,-0.13,3.05
2013,2,53,Colton Iverson,C,United States,Boston Celtics,Colorado State,Excellent at playing through contact • Strong rebounder and inside scorer • NBA-ready body and strength,Limited athletic and defensive ability • Very limited shooting range • Struggles against quicker players,Minnesota (2008–2011) Colorado State (2012–2013),7 ft 0 in,255 lb,1989-06-29,"Aberdeen, South Dakota , U.S.","AP Honorable mention All-American ( 2013 ), First-team All- MWC (2013), MWC Newcomer of the Year (2013)",2012-13,Colorado State,MWC,SR,F,35.0,35.0,29.5,5.2,8.8,0.596,0.0,0.0,,5.2,8.8,0.596,0.596,3.7,6.3,0.59,3.3,6.4,9.8,1.3,0.6,0.7,2.0,2.6,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,"All-Champions League Second Team ( 2019 ), Israeli Cup winner ( 2017 )","Iverson is a big body who plays with physicality around the rim. Not a lot of upside, but he's good for five fouls right away.",,,,,,
2013,2,54,Arsalan Kazemi,PF,Iran,Philadelphia 76ers,Oregon,"Elite rebounder with strong hustle • Effective in paint, solid passer • High foul line rate, tough defender","Undersized for power forward position • Limited shooting range and speed • Struggles with double teams, creating offense",Rice (2009–2012) Oregon (2012–2013),6 ft 7 in,226 lb,1990-04-22,"Isfahan , Iran","Pac-12 All-Defensive Team (2013), 2× Second-team All- C-USA (2011, 2012), FIBA World Cup Steals Leader (2010)",2012-13,Oregon,Pac-12,SR,F,35.0,27.0,29.0,3.2,5.4,0.595,0.0,0.0,0.0,3.2,5.4,0.598,0.595,2.9,4.3,0.675,2.8,7.2,10.0,1.4,2.0,0.7,1.5,1.9,9.4,32.5,27.5,29.025,3.85,6.9,0.561,0.0,0.0,0.0,3.85,6.9,0.562,0.561,4.025,5.975,0.672,3.125,6.975,10.1,1.5,1.725,0.85,1.8,2.475,11.75,Iranian League champion (2014),"The Wizards traded this pick to the Sixers. Kazemi is another favorite of the analytics crowd. He has a nose for the ball, hustles and rebounds. He's not a great scorer, but he's one of those guys who just makes everyone around him better.",,,,,,
2013,2,55,Joffrey Lauvergne,C,France,Denver Nuggets,Partizan Belgrade,Impressive mobility and speed • Effective in secondary transition • Good offensive rebound instincts,Lacks post positioning strength • Limited shooting range • Weak ball handling skills,,6 ft 11 in,260 lb,1991-09-30,"Mulhouse , France","French League champion (2012), 2× French Cup winner (2011, 2012), French Leaders Cup winner (2012), ABA League champion ( 2013 )",2012-13,Valencia,,,,2.0,,16.5,4.5,6.5,0.692,0.5,1.0,0.5,4.0,5.5,0.727,,1.5,2.5,0.6,0.5,2.5,3.0,0.0,0.5,0.5,0.0,1.5,11.0,14.286,,14.014,2.357,4.614,0.493,0.329,0.871,0.374,2.057,3.729,0.524,,1.2,1.757,0.689,1.071,2.4,3.443,0.457,0.357,0.257,0.9,2.0,6.257,"EuroLeague rebounding leader ( 2014 ), Lithuanian League champion ( 2021 ), All-LKL First Team (2021), 2× King Mindaugas Cup champion ( 2021, 2022 ), 2× King Mindaugas Cup MVP (2021, 2022), 2× Turkish Cup winner ( 2019, 2020 ), All-ABA League Team (2014), 2× Serbian League champion ( 2013 , 2014 )","Another player who will be a draft-and-stash candidate. He's a pretty good athlete, but he lacks toughness. I'm not a fan.",13.1,0.51,0.06,-3.6,-0.05,11.16
2013,2,56,Peyton Siva,PG,United States,Detroit Pistons,Louisville,Four-year experienced college player • Effective at pick and roll • Strong leadership and intangibles,Lacks ideal size for a PG • Low shooting percentages • Can be emotionally unstable,Louisville (2009–2013),6 ft 0 in,185 lb,1990-10-24,"Seattle, Washington , U.S.","NCAA champion ( 2013 )*, Frances Pomeroy Naismith Award (2013), Third-team All-Big East (2013), Second-team Academic All-American (2013), 2× Big East tournament MVP ( 2012, 2013 ), McDonald's All-American ( 2009 ), Third-team Parade All-American (2009), Washington Mr. Basketball (2009)",2012-13,Louisville,Big East,SR,G,40.0,40.0,31.2,3.5,8.6,0.404,1.0,3.3,0.288,2.5,5.3,0.476,0.459,2.1,2.5,0.867,0.3,2.1,2.4,5.7,2.3,0.2,2.7,2.6,10.0,36.0,28.25,25.525,2.8,6.65,0.421,0.675,2.3,0.302,2.075,4.35,0.482,0.481,1.975,2.7,0.724,0.325,2.075,2.375,4.575,1.75,0.15,2.625,2.6,8.225,"EuroCup Top Scorer ( 2019 ), 2× Bundesliga champion ( 2020, 2021 ), BBL Cup champion ( 2020 ), All-Bundesliga First Team ( 2019 ), All-Bundesliga Second Team ( 2018 ), German All-Star MVP ( 2018 ), German All-Star ( 2018 )","Siva isn't a great scorer, but he's a major disruptive force on the defensive end. Combine that with his great athleticism and high character, and the Pistons have found a role player who fits the image Joe Dumars wants to project.",5.7,0.42,-0.03,-6.4,-0.2,4.64
2013,2,57,Alex Oriakhi,C,United States,Phoenix Suns,Missouri,"Strong, athletic with a 7'3"" wingspan • Efficient post player and rebounder • Versatile in positions and play styles",Limited offensive range • Potentially reached developmental peak • Size may limit NBA effectiveness,UConn (2009–2012) Missouri (2012–2013),6 ft 9 in,255 lb,1990-06-21,"Lowell, Massachusetts , U.S.","NCAA champion ( 2011 ), Second-team Parade All-American (2009), McDonald's All-American ( 2009 )",2012-13,Missouri,SEC,SR,F,34.0,34.0,25.8,4.1,6.4,0.639,0.0,0.0,,4.1,6.4,0.639,0.639,3.1,4.2,0.746,3.1,5.3,8.4,0.4,0.6,1.6,1.4,2.3,11.2,35.75,32.5,25.25,3.1,5.825,0.525,0.0,0.0,0.0,3.1,5.825,0.526,0.525,1.925,3.025,0.621,2.7,4.425,7.125,0.375,0.375,1.525,1.175,2.325,8.125,"LKL All-Star ( 2015 ), NBA D-League All-Rookie First Team (2014)","Oriakhi is a warrior in the paint. He's not much of a scorer, but as a rebounder and defender, he's a solid pick.",,,,,,
2013,2,58,Deshaun Thomas,SF,United States,San Antonio Spurs,Ohio State,Versatile scorer with diverse skills • Solid three-point and free-throw shooter • Effective in catch-and-shoot situations,Lacks a defined NBA position • Defensive abilities are limited • Struggles with quickness and athleticism,Ohio State (2010–2013),6 ft 7 in,229 lb,1991-08-29,"Fort Wayne, Indiana , U.S.","Second-team All-American – SN ( 2013 ), Third-team All-American – AP, NABC (2013), First-team All- Big Ten (2013), Second-team All-Big Ten (Coaches) (2012), Third-team All-Big Ten (Media) (2012), McDonald's All-American ( 2010 ), First-team Parade All-American (2010), Fourth-team Parade All-American (2009), Indiana Mr. Basketball (2010)",2012-13,Ohio State,Big Ten,JR,F,37.0,37.0,35.4,7.0,15.8,0.444,1.9,5.6,0.344,5.1,10.1,0.5,0.506,3.8,4.6,0.834,1.7,4.2,5.9,1.3,0.5,0.3,1.4,1.5,19.8,37.667,25.667,26.933,5.333,11.233,0.481,1.267,3.667,0.339,4.1,7.533,0.547,0.536,2.4,3.0,0.795,2.0,2.967,4.933,0.9,0.433,0.233,1.133,1.433,14.4,"All-Bundesliga First Team ( 2022 ), 2x Greek League champion ( 2019, 2020 ), Greek Basketball Cup winner ( 2019 ), Israeli Premier League champion ( 2018 ), Israeli League Cup winner ( 2017 ), French Cup winner ( 2014 )","Thomas was one of the best scorers in college basketball -- he can get his shot from anywhere. If he played any defense at all, he would have gone much higher.",,,,,,
